impl,threads,guesses_per_sec,cycles_per_guess,instructions_per_guess,ipc,cache_misses,memory_traffic_bytes_est,parallel_efficiency,total_guesses,duration_secs
production_engine,1,9.970226,370251902.2,UNAVAILABLE_NO_PMU,UNAVAILABLE_NO_PMU,UNAVAILABLE_NO_PMU,1207959552,1.0000,12,1.203583
production_engine,2,11.697586,612483930.1,UNAVAILABLE_NO_PMU,UNAVAILABLE_NO_PMU,UNAVAILABLE_NO_PMU,1509949440,0.5866,15,1.282316
production_engine,4,19.843343,720096569.4,UNAVAILABLE_NO_PMU,UNAVAILABLE_NO_PMU,UNAVAILABLE_NO_PMU,2717908992,0.4976,27,1.360658
production_engine,8,33.014002,848813796.6,UNAVAILABLE_NO_PMU,UNAVAILABLE_NO_PMU,UNAVAILABLE_NO_PMU,4529848320,0.4139,45,1.363058
production_engine,16,43.629440,1283141289.8,UNAVAILABLE_NO_PMU,UNAVAILABLE_NO_PMU,UNAVAILABLE_NO_PMU,6140461056,0.2735,61,1.398138
production_engine,32,42.280129,2116843829.0,UNAVAILABLE_NO_PMU,UNAVAILABLE_NO_PMU,UNAVAILABLE_NO_PMU,8053063680,0.1325,80,1.892142
