variant_id,single_cpu_guesses_per_sec,multicore_16c_guesses_per_sec,attacker_speedup_factor
candidate-004-baseline,31.894532690237494,382.7343922828499,1.0
candidate-004-opt-001,31.256829617271368,375.08195540725643,0.9800058812850606
candidate-004-opt-002,31.607464621132696,379.28957545359236,0.9909994583744861
candidate-004-opt-003,31.866310375823616,382.3957245098834,0.9991151362934841
candidate-004-opt-004,29.992525862555052,359.9103103506606,0.9403657408573783
