algorithm_name,gpu_model,vram_usage_mb,max_concurrent_instances,simulated_gpu_qps,kernel_p50_ms,dynamic_sbox_warp_divergence_pct,classification
Antech Variant K1 (16MB),NVIDIA RTX 4090 (24GB VRAM),23961,1500,7800.0,192.3,38.5,MODELED
