memory_target_pct,argon2id_gpu_qps,antech_k1_gpu_qps,antech_k2_gpu_qps,recomputation_multiplier_k2
100.0,375.0,7800.0,6400.0,1.0
75.0,229.951059799785,4387.5,2144.9282781238453,2.9837827517468503
50.0,115.4197887510859,1950.0,459.47934199881405,13.928809012737984
25.0,35.52460702758746,487.5,32.98769776932237,194.0117205133309
12.5,10.933980369571964,121.875,2.3683071351724996,2702.3522012628846
6.25,3.3653272119053765,30.46875,0.17002940689377433,37640.547696542824
