candidate_id,family_name,working_set_bytes,median_latency_ms,p95_latency_ms,estimated_bandwidth_gb_per_sec,cache_locality_tier,cache_hit_pct,dram_traffic_pct,single_cpu_guesses_per_sec,multicore_16c_guesses_per_sec,gpu_simulated_parallel_guesses_per_sec,ram_reduction_attacker_scaling_factor,status,main_weakness
candidate-005,Family E — Bandwidth Target,67108864,879.4532,1128.3823,0.10681792540660723,DRAM Memory Bus (>16MB),10.0,90.0,0.10389444374384958,1.246733324926195,31.91637311811059,1.0,FAILED,Attacker throughput scales proportionally with RAM reduction
candidate-005,Family E — Bandwidth Target,33554432,387.3016,424.8087,0.12460748641778398,DRAM Memory Bus (>16MB),10.0,90.0,0.2004796975557509,2.405756370669011,123.17472617825337,3.859295845503173,FAILED,Attacker throughput scales proportionally with RAM reduction
candidate-005,Family E — Bandwidth Target,16777216,222.3527,262.5719,0.10892248561809284,L3 Cache Hit (256KB-16MB),80.0,20.0,0.4201989938728397,5.042387926474077,516.3405236709455,16.17791977052536,FAILED,Attacker throughput scales proportionally with RAM reduction
candidate-005,Family E — Bandwidth Target,8388608,104.9197,107.51230000000001,0.12091161554362345,L3 Cache Hit (256KB-16MB),80.0,20.0,0.8535498492948487,10.242598191538184,2097.68410962702,65.72438860343792,FAILED,Attacker throughput scales proportionally with RAM reduction
candidate-005,Family E — Bandwidth Target,4194304,29.5122,41.6852,0.19172449588727952,L3 Cache Hit (256KB-16MB),80.0,20.0,1.7475415620256254,20.970498744307505,8589.516285668355,269.12570090222215,FAILED,Attacker throughput scales proportionally with RAM reduction
