memory_target_pct,variant_a_penalty,variant_b_penalty,variant_c_penalty,variant_d_penalty,argon2id_penalty
100.0,1.0,1.0,1.0,1.0,1.0
75.0,1.7273629473121306,2.237837063810138,1.8830646063089995,1.7777777777777777,1.6307817860309362
50.0,3.7321319661472296,6.964404506368992,4.59479341998814,4.0,3.249009585424942
25.0,13.928809012737984,48.50293012833273,21.112126572366314,16.0,10.556063286183154
12.5,51.98415336679905,337.7940251578606,97.00586025666551,64.0,34.29675080116137
6.25,194.0117205133309,2352.5342310339265,445.7218884076158,256.0,111.43047210190387
