memory_target_pct,variant_e_penalty_factor,argon2id_penalty_factor
100.0,1.0,1.0
75.0,1.829664015937352,1.6307817860309362
50.0,4.2870938501451725,3.249009585424942
25.0,18.37917367995256,10.556063286183154
12.5,78.79324245407469,34.29675080116137
6.25,337.79402515786103,111.43047210190387
