scenario,duration_secs,concurrency,memory_kib_cfg,ops_total,hashes,verify_valid_ok,verify_wrong_ok,rejected_resource,expected_input_errors,unexpected_errors,panics,throughput_ops_per_sec,latency_samples,p50_ms,p95_ms,p99_ms,mean_ms,max_ms,peak_active_permits,peak_queue_depth,peak_allocated_kib,peak_rss_bytes,cpu_usage_pct,final_active_permits,final_queue_depth,final_allocated_kib,scheduler_idle,budget_ok,queue_limit_ok,notes
overload_queue_limit,10,500,16384,24156142,264,0,0,24155878,0,0,0,1062821.100176,250000,0.001,0.022,0.078,0.021,17.110,8,256,131072,123748352,79.30,0,0,0,true,true,true,"expects rejects when concurrency>256; rejects=24155878 peak_q=256 enforced=true"
overload_queue_limit,30,1000,16384,71516298,264,0,0,71516034,0,0,0,1668555.943688,250000,0.001,0.020,0.044,0.015,36.203,8,256,131072,145756160,86.47,0,0,0,true,true,true,"expects rejects when concurrency>256; rejects=71516034 peak_q=256 enforced=true"
