scenario,duration_secs,concurrency,memory_kib_cfg,ops_total,hashes,verify_valid_ok,verify_wrong_ok,rejected_resource,expected_input_errors,unexpected_errors,panics,throughput_ops_per_sec,latency_samples,p50_ms,p95_ms,p99_ms,mean_ms,max_ms,peak_active_permits,peak_queue_depth,peak_allocated_kib,peak_rss_bytes,cpu_usage_pct,final_active_permits,final_queue_depth,final_allocated_kib,scheduler_idle,budget_ok,queue_limit_ok,notes
malformed_input,10,32,0,82894289,0,0,0,0,82894289,0,0,8286580.056642,250000,0.000,0.002,0.002,0.001,8.566,0,0,0,10113024,96.79,0,0,0,true,true,true,"verify() + AntechConfig validation against untrusted / invalid input"
malformed_input,10,100,0,84962724,0,0,0,0,84962724,0,0,8476806.177526,250000,0.000,0.002,0.002,0.001,11.669,0,0,0,12242944,96.24,0,0,0,true,true,true,"verify() + AntechConfig validation against untrusted / invalid input"
malformed_input,10,250,0,87275318,0,0,0,0,87275318,0,0,8695202.428706,250000,0.000,0.002,0.002,0.001,4.614,0,0,0,14393344,94.83,0,0,0,true,true,true,"verify() + AntechConfig validation against untrusted / invalid input"
malformed_input,30,32,0,259324753,0,0,0,0,259324753,0,0,8636634.600312,250000,0.001,0.002,0.003,0.001,6.347,0,0,0,10924032,95.88,0,0,0,true,true,true,"verify() + AntechConfig validation against untrusted / invalid input"
malformed_input,30,100,0,256143276,0,0,0,0,256143276,0,0,8527497.723957,250000,0.000,0.002,0.002,0.001,2.707,0,0,0,12181504,95.26,0,0,0,true,true,true,"verify() + AntechConfig validation against untrusted / invalid input"
malformed_input,30,250,0,256449255,0,0,0,0,256449255,0,0,8531075.358097,250000,0.000,0.002,0.002,0.001,3.555,0,0,0,15044608,96.31,0,0,0,true,true,true,"verify() + AntechConfig validation against untrusted / invalid input"
