candidate_id,working_set_bytes,d_correct_latency_ms,d_wrong_latency_ms,cost_asymmetry_ratio,status
candidate-e1,16777216,1221.3977,1212.9452999999999,0.9930797315239744,FAILED
candidate-e2,16777216,1217.5918000000001,1228.4074,1.0088827799267372,REQUIRES_MORE_ATTACKING
candidate-e3,16777216,305.8053,1215.9594,3.9762535181698944,FAILED
candidate-e4,16777216,9.8021,9.5648,0.9757909019495823,PROMISING
candidate-e5,16777216,1216.4416,1214.5183,0.9984189130000156,PROMISING
candidate-e6,16777216,492.9912,1296.4224,2.62970698057085,REQUIRES_MORE_ATTACKING
