candidate_id,gpu_simulated_parallel_guesses_per_sec
candidate-e1,609.4827202304208
candidate-e2,569.7921931146824
candidate-e3,625.4617132102413
candidate-e4,34298.26224370926
candidate-e5,601.829484051936
candidate-e6,601.223969879055
