algorithm,concurrent_requests,total_peak_ram_bytes,ram_per_request_bytes,per_request_median_ms,per_request_p95_ms,per_request_p99_ms,wall_clock_batch_ms,throughput_ops_per_sec,queueing_delay_ms,failure_count,latency_classification
antech-kdf-placeholder,1,67108864,67108864,15.755600000000001,15.755600000000001,15.755600000000001,31.7525,31.493583182426576,0.0,0,Measured
antech-kdf-placeholder,10,671088640,67108864,26.230300000000003,27.6159,27.6159,49.2806,202.91960730997593,1.3855999999999966,0,Measured
antech-kdf-placeholder,50,3355443200,67108864,59.7434,103.8326,116.2453,224.36939999999998,222.84678748528097,44.0892,0,Measured
antech-kdf-placeholder,100,6710886400,67108864,88.6363,136.9468,145.231,420.68559999999997,237.7072093744117,48.31049999999999,0,Measured
antech-kdf-placeholder,250,16777216000,67108864,106.08539999999999,296.6124,314.487,1050.2792000000002,238.03194426777182,190.527,0,Measured
antech-kdf-placeholder,500,33554432000,67108864,121.73190000000001,471.0606,548.7001,2053.1049000000003,243.53358661800473,349.3287,0,Measured
antech-kdf-placeholder,1000,67108864000,67108864,147.92510000000001,357.75210000000004,417.18690000000004,4014.7544999999996,249.0812327378922,209.82700000000003,0,Measured
