Algorithm,Memory Footprint,Batch Size,Actual Guesses/sec,p50 Kernel Latency (ms),p95 Kernel Latency (ms),VRAM Used (MB),GPU Utilization,Status
Antech Variant K2,16 MB,1,CUDA UNAVAILABLE,N/A,N/A,N/A,N/A,CUDA UNAVAILABLE
