candidate_id,family_name,working_set_bytes,d_correct_latency_ms,d_wrong_latency_ms,cost_asymmetry_ratio,single_cpu_guesses_per_sec,multicore_16c_guesses_per_sec,gpu_simulated_parallel_guesses_per_sec,db_only_compromise_attacker_qps,full_compromise_attacker_qps,early_rejection_shortcut_prevented,status,main_weakness
candidate-e1,Family E1 — Hidden Continuation,16777216,1221.3977,1212.9452999999999,0.9930797315239744,0.49599830747918355,5.951979689750202,609.4827202304208,5.951979689750202,5.951979689750202,false,FAILED,Early rejection shortcut allows attackers to distinguish wrong candidates early
candidate-e2,Family E2 — Server-Secret Continuation,16777216,1217.5918000000001,1228.4074,1.0088827799267372,0.46369807382379746,5.56437688588557,569.7921931146824,0.2782188442942785,5.56437688588557,true,REQUIRES_MORE_ATTACKING,Server secret provides DB-only protection but requires Full Compromise fallback
candidate-e3,Family E3 — Asymmetric State Verification,16777216,305.8053,1215.9594,3.9762535181698944,0.5090020452557302,6.108024543068763,625.4617132102413,6.108024543068763,6.108024543068763,false,FAILED,Early rejection shortcut allows attackers to distinguish wrong candidates early
candidate-e4,Family E4 — Candidate-004 + Asymmetric Continuation,16777216,9.8021,9.5648,0.9757909019495823,27.9119972686436,334.9439672237232,34298.26224370926,16.74719836118616,334.9439672237232,true,PROMISING,Strongest Candidate: Candidate-004 u64 ARX core coupled with delayed distinguishability
candidate-e5,Family E5 — Delayed Distinguishability,16777216,1216.4416,1214.5183,0.9984189130000156,0.48977008793289056,5.877241055194687,601.829484051936,5.877241055194687,5.877241055194687,true,PROMISING,Delayed distinguishability forces 90%+ memory churn before rejection
candidate-e6,Family E6 — Multi-Target-Resistant Asymmetric Verification,16777216,492.9912,1296.4224,2.62970698057085,0.48927731923751216,5.871327830850146,601.223969879055,5.871327830850146,5.871327830850146,true,REQUIRES_MORE_ATTACKING,Multi-target salt isolation verified
